approved_symbol,hgnc_id,gene_name_reported,source,source_count,source_evidence
CHRNA3,1957,CHRNA3,"Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - narrow (id=903, version=16.1) | Congenital abnormalities of the kidneys and urinary tract (CAKUT)_SuperPanel (id=251, version=1.69) | Congenital anomalies of the kidney and urinary tract (CAKUT) Nonsyndromic (id=61, version=0.111) | Kidneyome_SuperPanel (id=275, version=8.19)",5,TRUE
CLCN2,2020,CLCN2,"Kidneyome_SuperPanel (id=275, version=8.19) | Renal Tubulopathies and related disorders (id=3993, version=1.8)",2,TRUE
CLCN5,2023,CLCN5,"Nephrocalcinosis or nephrolithiasis (id=149, version=4.1) | Proteinuric renal disease (id=106, version=4.1) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - narrow (id=903, version=16.1) | Renal superpanel - narrow (id=903, version=16.1) | Renal superpanel - narrow (id=903, version=16.1) | Renal tubulopathies (id=292, version=4.1) | Unexplained kidney failure in young people (id=156, version=1.117) | Unexplained young onset end-stage renal disease (id=678, version=3.1) | Kidneyome_SuperPanel (id=275, version=8.19) | Kidneyome_SuperPanel (id=275, version=8.19) | Kidneyome_SuperPanel (id=275, version=8.19) | Renal Glomerular Disease_SuperPanel (id=262, version=1.69) | Renal Glomerular Disease_SuperPanel (id=262, version=1.69) | Renal Tubulopathies and related disorders (id=3993, version=1.8)",19,TRUE
CLCNKA,2026,CLCNKA,"Nephrocalcinosis or nephrolithiasis (id=149, version=4.1) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - narrow (id=903, version=16.1) | Renal superpanel - narrow (id=903, version=16.1) | Renal tubulopathies (id=292, version=4.1) | Kidneyome_SuperPanel (id=275, version=8.19) | Renal Tubulopathies and related disorders (id=3993, version=1.8)",8,TRUE
CLCNKB,2027,CLCNKB,"Nephrocalcinosis or nephrolithiasis (id=149, version=4.1) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - narrow (id=903, version=16.1) | Renal superpanel - narrow (id=903, version=16.1) | Renal tubulopathies (id=292, version=4.1) | Kidneyome_SuperPanel (id=275, version=8.19) | Renal Tubulopathies and related disorders (id=3993, version=1.8)",8,TRUE
CLDN10,2033,CLDN10,"Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - narrow (id=903, version=16.1) | Renal tubulopathies (id=292, version=4.1) | Kidneyome_SuperPanel (id=275, version=8.19) | Renal Tubulopathies and related disorders (id=3993, version=1.8)",5,TRUE
CLDN16,2037,CLDN16,"Nephrocalcinosis or nephrolithiasis (id=149, version=4.1) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - narrow (id=903, version=16.1) | Renal superpanel - narrow (id=903, version=16.1) | Renal tubulopathies (id=292, version=4.1) | Kidneyome_SuperPanel (id=275, version=8.19) | Renal Tubulopathies and related disorders (id=3993, version=1.8)",8,TRUE
CLDN19,2040,CLDN19,"Nephrocalcinosis or nephrolithiasis (id=149, version=4.1) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - narrow (id=903, version=16.1) | Renal superpanel - narrow (id=903, version=16.1) | Renal tubulopathies (id=292, version=4.1) | Kidneyome_SuperPanel (id=275, version=8.19) | Renal Tubulopathies and related disorders (id=3993, version=1.8)",8,TRUE
CNNM2,103,CNNM2,"Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - narrow (id=903, version=16.1) | Renal tubulopathies (id=292, version=4.1) | Kidneyome_SuperPanel (id=275, version=8.19) | Renal Tubulopathies and related disorders (id=3993, version=1.8)",5,TRUE
COL4A1,2202,COL4A1,"Cystic kidney disease (id=283, version=4.1) | Cystic renal disease (id=487, version=7.2) | Proteinuric renal disease (id=106, version=4.1) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - narrow (id=903, version=16.1) | Renal superpanel - narrow (id=903, version=16.1) | Renal superpanel - narrow (id=903, version=16.1) | Unexplained young onset end-stage renal disease (id=678, version=3.1) | Kidneyome_SuperPanel (id=275, version=8.19) | Kidneyome_SuperPanel (id=275, version=8.19) | Renal Cystic Disease_SuperPanel (id=263, version=1.48) | Renal Glomerular Disease_SuperPanel (id=262, version=1.69) | Renal Macrocystic Disease (id=194, version=0.66)",16,TRUE
COL4A2,2203,COL4A2,"Kidneyome_SuperPanel (id=275, version=8.19) | Renal Glomerular Disease_SuperPanel (id=262, version=1.69)",2,FALSE
COL4A3,2204,COL4A3,"Proteinuric renal disease (id=106, version=4.1) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - narrow (id=903, version=16.1) | Renal superpanel - narrow (id=903, version=16.1) | Unexplained kidney failure in young people (id=156, version=1.117) | Unexplained young onset end-stage renal disease (id=678, version=3.1) | Kidneyome_SuperPanel (id=275, version=8.19) | Kidneyome_SuperPanel (id=275, version=8.19) | Renal Glomerular Disease_SuperPanel (id=262, version=1.69) | Renal Glomerular Disease_SuperPanel (id=262, version=1.69)",13,TRUE
COL4A4,2206,COL4A4,"Cystic kidney disease (id=283, version=4.1) | Cystic renal disease (id=487, version=7.2) | Proteinuric renal disease (id=106, version=4.1) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - narrow (id=903, version=16.1) | Renal superpanel - narrow (id=903, version=16.1) | Renal superpanel - narrow (id=903, version=16.1) | Unexplained kidney failure in young people (id=156, version=1.117) | Unexplained young onset end-stage renal disease (id=678, version=3.1) | Kidneyome_SuperPanel (id=275, version=8.19) | Kidneyome_SuperPanel (id=275, version=8.19) | Renal Glomerular Disease_SuperPanel (id=262, version=1.69) | Renal Glomerular Disease_SuperPanel (id=262, version=1.69)",17,TRUE
COL4A5,2207,COL4A5,"Cystic kidney disease (id=283, version=4.1) | Cystic renal disease (id=487, version=7.2) | Proteinuric renal disease (id=106, version=4.1) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - narrow (id=903, version=16.1) | Renal superpanel - narrow (id=903, version=16.1) | Renal superpanel - narrow (id=903, version=16.1) | Unexplained kidney failure in young people (id=156, version=1.117) | Unexplained young onset end-stage renal disease (id=678, version=3.1) | Kidneyome_SuperPanel (id=275, version=8.19) | Kidneyome_SuperPanel (id=275, version=8.19) | Renal Glomerular Disease_SuperPanel (id=262, version=1.69) | Renal Glomerular Disease_SuperPanel (id=262, version=1.69)",17,TRUE
COL4A6,2208,COL4A6,"Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - narrow (id=903, version=16.1) | Unexplained kidney failure in young people (id=156, version=1.117) | Unexplained young onset end-stage renal disease (id=678, version=3.1)",6,FALSE
COQ2,25223,COQ2,"Proteinuric renal disease (id=106, version=4.1) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - narrow (id=903, version=16.1) | Unexplained kidney failure in young people (id=156, version=1.117) | Unexplained young onset end-stage renal disease (id=678, version=3.1) | Kidneyome_SuperPanel (id=275, version=8.19) | Renal Glomerular Disease_SuperPanel (id=262, version=1.69)",9,TRUE
COQ6,20233,COQ6,"Proteinuric renal disease (id=106, version=4.1) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - narrow (id=903, version=16.1) | Unexplained kidney failure in young people (id=156, version=1.117) | Unexplained young onset end-stage renal disease (id=678, version=3.1) | Kidneyome_SuperPanel (id=275, version=8.19) | Renal Glomerular Disease_SuperPanel (id=262, version=1.69)",9,TRUE
COQ7,2244,COQ7,"Proteinuric renal disease (id=106, version=4.1) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - narrow (id=903, version=16.1) | Congenital abnormalities of the kidneys and urinary tract (CAKUT)_SuperPanel (id=251, version=1.69) | Congenital anomalies of the kidney and urinary tract (CAKUT) Syndromic (id=63, version=0.129) | Kidneyome_SuperPanel (id=275, version=8.19)",6,TRUE
COQ8A,16812,COQ8A,"Kidneyome_SuperPanel (id=275, version=8.19) | Renal Glomerular Disease_SuperPanel (id=262, version=1.69)",2,TRUE
COQ8B,19041,COQ8B,"Proteinuric renal disease (id=106, version=4.1) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - narrow (id=903, version=16.1) | Unexplained kidney failure in young people (id=156, version=1.117) | Unexplained young onset end-stage renal disease (id=678, version=3.1) | Kidneyome_SuperPanel (id=275, version=8.19) | Renal Glomerular Disease_SuperPanel (id=262, version=1.69)",9,TRUE
COQ9,25302,COQ9,"Proteinuric renal disease (id=106, version=4.1) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - narrow (id=903, version=16.1)",3,FALSE
COX10,2260,COX10,"Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - narrow (id=903, version=16.1) | Unexplained kidney failure in young people (id=156, version=1.117) | Unexplained young onset end-stage renal disease (id=678, version=3.1)",6,FALSE
CPS1,2323,CPS1,"Renal superpanel - broad (id=902, version=18.1)",1,FALSE
CPT2,2330,CPT2,"Kidneyome_SuperPanel (id=275, version=8.19) | Renal Tubulopathies and related disorders (id=3993, version=1.8)",2,TRUE
CRB2,18688,CRB2,"Cystic renal disease (id=487, version=7.2) | Proteinuric renal disease (id=106, version=4.1) | Renal ciliopathies (id=725, version=3.1) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - narrow (id=903, version=16.1) | Renal superpanel - narrow (id=903, version=16.1) | Unexplained young onset end-stage renal disease (id=678, version=3.1) | Kidneyome_SuperPanel (id=275, version=8.19) | Kidneyome_SuperPanel (id=275, version=8.19) | Renal Ciliopathies and Nephronophthisis (id=193, version=1.19) | Renal Cystic Disease_SuperPanel (id=263, version=1.48) | Renal Glomerular Disease_SuperPanel (id=262, version=1.69)",14,TRUE
CSPP1,26193,CSPP1,"Cystic renal disease (id=487, version=7.2) | Renal ciliopathies (id=725, version=3.1) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - narrow (id=903, version=16.1) | Unexplained young onset end-stage renal disease (id=678, version=3.1) | Kidneyome_SuperPanel (id=275, version=8.19) | Renal Ciliopathies and Nephronophthisis (id=193, version=1.19) | Renal Cystic Disease_SuperPanel (id=263, version=1.48)",9,TRUE
CST3,2475,CST3,"Renal superpanel - broad (id=902, version=18.1)",1,TRUE
CTNS,2518,CTNS,"Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - narrow (id=903, version=16.1) | Renal tubulopathies (id=292, version=4.1) | Unexplained kidney failure in young people (id=156, version=1.117) | Unexplained young onset end-stage renal disease (id=678, version=3.1) | Kidneyome_SuperPanel (id=275, version=8.19) | Renal Tubulopathies and related disorders (id=3993, version=1.8)",9,TRUE
CTU2,28005,CTU2,"Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - narrow (id=903, version=16.1) | Congenital abnormalities of the kidneys and urinary tract (CAKUT)_SuperPanel (id=251, version=1.69) | Congenital anomalies of the kidney and urinary tract (CAKUT) Syndromic (id=63, version=0.129) | Kidneyome_SuperPanel (id=275, version=8.19)",5,TRUE
CUBN,2548,CUBN,"Proteinuric renal disease (id=106, version=4.1) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - narrow (id=903, version=16.1) | Unexplained kidney failure in young people (id=156, version=1.117) | Unexplained young onset end-stage renal disease (id=678, version=3.1) | Kidneyome_SuperPanel (id=275, version=8.19) | Kidneyome_SuperPanel (id=275, version=8.19) | Renal Glomerular Disease_SuperPanel (id=262, version=1.69) | Renal Glomerular Disease_SuperPanel (id=262, version=1.69)",11,TRUE
CUL3,2553,CUL3,"Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - narrow (id=903, version=16.1) | Renal tubulopathies (id=292, version=4.1) | Kidneyome_SuperPanel (id=275, version=8.19) | Renal Tubulopathies and related disorders (id=3993, version=1.8)",6,TRUE
CYP11A1,2590,CYP11A1,"Congenital adrenal hypoplasia (id=145, version=3.6)",1,TRUE
CYP11B1,2591,CYP11B1,"Renal superpanel - broad (id=902, version=18.1) | Kidneyome_SuperPanel (id=275, version=8.19) | Renal Tubulopathies and related disorders (id=3993, version=1.8)",3,TRUE
CYP11B2,2592,CYP11B2,"Congenital adrenal hypoplasia (id=145, version=3.6) | Proteinuric renal disease (id=106, version=4.1) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - narrow (id=903, version=16.1) | Unexplained kidney failure in young people (id=156, version=1.117) | Unexplained young onset end-stage renal disease (id=678, version=3.1) | Kidneyome_SuperPanel (id=275, version=8.19) | Renal Tubulopathies and related disorders (id=3993, version=1.8)",11,TRUE
CYP17A1,2593,CYP17A1,"Congenital adrenal hypoplasia (id=145, version=3.6) | Renal superpanel - broad (id=902, version=18.1) | Kidneyome_SuperPanel (id=275, version=8.19) | Renal Tubulopathies and related disorders (id=3993, version=1.8)",4,TRUE
CYP21A2,2600,CYP21A2,"Congenital adrenal hypoplasia (id=145, version=3.6) | Renal superpanel - broad (id=902, version=18.1) | Kidneyome_SuperPanel (id=275, version=8.19) | Renal Tubulopathies and related disorders (id=3993, version=1.8)",4,TRUE
CYP24A1,2602,CYP24A1,"Nephrocalcinosis or nephrolithiasis (id=149, version=4.1) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - narrow (id=903, version=16.1) | Renal superpanel - narrow (id=903, version=16.1) | Renal tubulopathies (id=292, version=4.1) | Kidneyome_SuperPanel (id=275, version=8.19) | Renal Tubulopathies and related disorders (id=3993, version=1.8)",8,TRUE
CYP27B1,2606,CYP27B1,"Kidneyome_SuperPanel (id=275, version=8.19) | Renal Tubulopathies and related disorders (id=3993, version=1.8)",2,TRUE
CYP2R1,20580,CYP2R1,"Kidneyome_SuperPanel (id=275, version=8.19) | Renal Tubulopathies and related disorders (id=3993, version=1.8)",2,TRUE
CYS1,18525,CYS1,"Cystic renal disease (id=487, version=7.2) | Renal ciliopathies (id=725, version=3.1) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - narrow (id=903, version=16.1) | Kidneyome_SuperPanel (id=275, version=8.19) | Renal Ciliopathies and Nephronophthisis (id=193, version=1.19) | Renal Cystic Disease_SuperPanel (id=263, version=1.48)",7,TRUE
DAAM2,18143,DAAM2,"Proteinuric renal disease (id=106, version=4.1) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - narrow (id=903, version=16.1) | Kidneyome_SuperPanel (id=275, version=8.19) | Renal Glomerular Disease_SuperPanel (id=262, version=1.69)",5,TRUE
DACT1,17748,DACT1,"Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - narrow (id=903, version=16.1) | Unexplained kidney failure in young people (id=156, version=1.117) | Unexplained young onset end-stage renal disease (id=678, version=3.1) | Congenital abnormalities of the kidneys and urinary tract (CAKUT)_SuperPanel (id=251, version=1.69) | Congenital anomalies of the kidney and urinary tract (CAKUT) Syndromic (id=63, version=0.129) | Kidneyome_SuperPanel (id=275, version=8.19)",9,TRUE
DCDC2,18141,DCDC2,"Cystic renal disease (id=487, version=7.2) | Renal ciliopathies (id=725, version=3.1) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - narrow (id=903, version=16.1) | Renal superpanel - narrow (id=903, version=16.1) | Tubulointerstitial kidney disease (id=548, version=3.1) | Kidneyome_SuperPanel (id=275, version=8.19) | Renal Ciliopathies and Nephronophthisis (id=193, version=1.19) | Renal Cystic Disease_SuperPanel (id=263, version=1.48)",10,TRUE
DDX59,25360,DDX59,"Cystic renal disease (id=487, version=7.2) | Renal ciliopathies (id=725, version=3.1) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - narrow (id=903, version=16.1) | Unexplained young onset end-stage renal disease (id=678, version=3.1) | Kidneyome_SuperPanel (id=275, version=8.19) | Renal Ciliopathies and Nephronophthisis (id=193, version=1.19) | Renal Cystic Disease_SuperPanel (id=263, version=1.48)",9,TRUE
DGKE,2852,DGKE,"Proteinuric renal disease (id=106, version=4.1) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - narrow (id=903, version=16.1) | Renal superpanel - narrow (id=903, version=16.1) | Renal superpanel - narrow (id=903, version=16.1) | Unexplained kidney failure in young people (id=156, version=1.117) | Unexplained young onset end-stage renal disease (id=678, version=3.1) | Kidneyome_SuperPanel (id=275, version=8.19) | Kidneyome_SuperPanel (id=275, version=8.19) | Renal Glomerular Disease_SuperPanel (id=262, version=1.69)",14,TRUE
DHCR7,2860,DHCR7,"Cystic renal disease (id=487, version=7.2) | Renal ciliopathies (id=725, version=3.1) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - narrow (id=903, version=16.1) | Renal superpanel - narrow (id=903, version=16.1) | Unexplained young onset end-stage renal disease (id=678, version=3.1) | Congenital abnormalities of the kidneys and urinary tract (CAKUT)_SuperPanel (id=251, version=1.69) | Congenital anomalies of the kidney and urinary tract (CAKUT) Syndromic (id=63, version=0.129) | Kidneyome_SuperPanel (id=275, version=8.19)",11,TRUE
DHFR,2861,DHFR,"Proteinuric renal disease (id=106, version=4.1) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - narrow (id=903, version=16.1) | Unexplained kidney failure in young people (id=156, version=1.117) | Unexplained young onset end-stage renal disease (id=678, version=3.1)",7,FALSE
DKC1,2890,DKC1,"Proteinuric renal disease (id=106, version=4.1) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - narrow (id=903, version=16.1)",3,FALSE
DLC1,2897,DLC1,"Proteinuric renal disease (id=106, version=4.1) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - narrow (id=903, version=16.1) | Unexplained young onset end-stage renal disease (id=678, version=3.1) | Kidneyome_SuperPanel (id=275, version=8.19) | Renal Glomerular Disease_SuperPanel (id=262, version=1.69)",7,TRUE
DLG3,2902,DLG3,"Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - narrow (id=903, version=16.1) | Unexplained kidney failure in young people (id=156, version=1.117) | Unexplained young onset end-stage renal disease (id=678, version=3.1)",6,FALSE
DLG5,2904,DLG5,"Cystic renal disease (id=487, version=7.2) | Renal ciliopathies (id=725, version=3.1) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - narrow (id=903, version=16.1)",4,TRUE
DMP1,2932,DMP1,"Kidneyome_SuperPanel (id=275, version=8.19) | Renal Tubulopathies and related disorders (id=3993, version=1.8)",2,TRUE
DNAJB11,14889,DNAJB11,"Cystic kidney disease (id=283, version=4.1) | Cystic renal disease (id=487, version=7.2) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - narrow (id=903, version=16.1) | Renal superpanel - narrow (id=903, version=16.1) | Tubulointerstitial kidney disease (id=548, version=3.1) | Unexplained young onset end-stage renal disease (id=678, version=3.1) | Kidneyome_SuperPanel (id=275, version=8.19) | Kidneyome_SuperPanel (id=275, version=8.19) | Renal Cystic Disease_SuperPanel (id=263, version=1.48) | Renal Macrocystic Disease (id=194, version=0.66) | Renal Tubulointerstitial Disease (id=199, version=1.3)",14,TRUE
DSTYK,29043,DSTYK,"Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - narrow (id=903, version=16.1) | Unexplained kidney failure in young people (id=156, version=1.117) | Unexplained young onset end-stage renal disease (id=678, version=3.1) | Congenital abnormalities of the kidneys and urinary tract (CAKUT)_SuperPanel (id=251, version=1.69) | Congenital anomalies of the kidney and urinary tract (CAKUT) Nonsyndromic (id=61, version=0.111) | Kidneyome_SuperPanel (id=275, version=8.19)",9,TRUE
DYNC2H1,2962,DYNC2H1,"Cystic renal disease (id=487, version=7.2) | Renal ciliopathies (id=725, version=3.1) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - narrow (id=903, version=16.1) | Unexplained young onset end-stage renal disease (id=678, version=3.1) | Kidneyome_SuperPanel (id=275, version=8.19) | Renal Ciliopathies and Nephronophthisis (id=193, version=1.19) | Renal Cystic Disease_SuperPanel (id=263, version=1.48)",9,TRUE
DYRK1A,3091,DYRK1A,"Congenital abnormalities of the kidneys and urinary tract (CAKUT)_SuperPanel (id=251, version=1.69) | Congenital anomalies of the kidney and urinary tract (CAKUT) Syndromic (id=63, version=0.129) | Kidneyome_SuperPanel (id=275, version=8.19)",3,TRUE
DZIP1L,26551,DZIP1L,"Cystic kidney disease (id=283, version=4.1) | Cystic renal disease (id=487, version=7.2) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - narrow (id=903, version=16.1) | Unexplained young onset end-stage renal disease (id=678, version=3.1) | Kidneyome_SuperPanel (id=275, version=8.19) | Renal Cystic Disease_SuperPanel (id=263, version=1.48) | Renal Macrocystic Disease (id=194, version=0.66)",9,TRUE
E2F3,3115,E2F3,"Proteinuric renal disease (id=106, version=4.1) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - narrow (id=903, version=16.1) | Unexplained kidney failure in young people (id=156, version=1.117) | Unexplained young onset end-stage renal disease (id=678, version=3.1)",7,FALSE
EGF,3229,EGF,"Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - narrow (id=903, version=16.1) | Renal tubulopathies (id=292, version=4.1) | Kidneyome_SuperPanel (id=275, version=8.19) | Renal Tubulopathies and related disorders (id=3993, version=1.8)",5,FALSE
EGFR,3236,EGFR,"Kidneyome_SuperPanel (id=275, version=8.19) | Renal Tubulopathies and related disorders (id=3993, version=1.8)",2,FALSE
EHD1,3242,EHD1,"Kidneyome_SuperPanel (id=275, version=8.19) | Renal Glomerular Disease_SuperPanel (id=262, version=1.69)",2,TRUE
EHHADH,3247,EHHADH,"Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - narrow (id=903, version=16.1) | Renal tubulopathies (id=292, version=4.1) | Kidneyome_SuperPanel (id=275, version=8.19) | Renal Tubulopathies and related disorders (id=3993, version=1.8)",5,TRUE
ELOC,11617,ELOC,"Inherited renal cancer (id=521, version=1.24)",1,FALSE
EMP2,3334,EMP2,"Proteinuric renal disease (id=106, version=4.1) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - narrow (id=903, version=16.1) | Unexplained young onset end-stage renal disease (id=678, version=3.1) | Kidneyome_SuperPanel (id=275, version=8.19) | Renal Glomerular Disease_SuperPanel (id=262, version=1.69)",7,TRUE
ENPP1,3356,ENPP1,"Kidneyome_SuperPanel (id=275, version=8.19) | Renal Tubulopathies and related disorders (id=3993, version=1.8)",2,TRUE
EVC,3497,EVC,"Kidneyome_SuperPanel (id=275, version=8.19) | Renal Ciliopathies and Nephronophthisis (id=193, version=1.19) | Renal Cystic Disease_SuperPanel (id=263, version=1.48)",3,TRUE
EVC2,19747,EVC2,"Kidneyome_SuperPanel (id=275, version=8.19) | Renal Ciliopathies and Nephronophthisis (id=193, version=1.19) | Renal Cystic Disease_SuperPanel (id=263, version=1.48)",3,FALSE
EXOC3L2,30162,EXOC3L2,"Cystic renal disease (id=487, version=7.2) | Renal ciliopathies (id=725, version=3.1) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - narrow (id=903, version=16.1) | Renal superpanel - narrow (id=903, version=16.1) | Congenital abnormalities of the kidneys and urinary tract (CAKUT)_SuperPanel (id=251, version=1.69) | Congenital anomalies of the kidney and urinary tract (CAKUT) Syndromic (id=63, version=0.129) | Kidneyome_SuperPanel (id=275, version=8.19)",9,TRUE
EXOC8,24659,EXOC8,"Cystic renal disease (id=487, version=7.2) | Renal ciliopathies (id=725, version=3.1) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - narrow (id=903, version=16.1)",4,FALSE
EYA1,3519,EYA1,"Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - narrow (id=903, version=16.1) | Unexplained kidney failure in young people (id=156, version=1.117) | Unexplained young onset end-stage renal disease (id=678, version=3.1) | Congenital abnormalities of the kidneys and urinary tract (CAKUT)_SuperPanel (id=251, version=1.69) | Congenital anomalies of the kidney and urinary tract (CAKUT) Syndromic (id=63, version=0.129) | Kidneyome_SuperPanel (id=275, version=8.19)",9,TRUE
EZH2,3527,EZH2,"Congenital abnormalities of the kidneys and urinary tract (CAKUT)_SuperPanel (id=251, version=1.69) | Congenital anomalies of the kidney and urinary tract (CAKUT) Syndromic (id=63, version=0.129) | Kidneyome_SuperPanel (id=275, version=8.19)",3,TRUE
FAH,3579,FAH,"Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - narrow (id=903, version=16.1) | Renal tubulopathies (id=292, version=4.1) | Kidneyome_SuperPanel (id=275, version=8.19) | Renal Tubulopathies and related disorders (id=3993, version=1.8)",5,TRUE
FAM111A,24725,FAM111A,"Kidneyome_SuperPanel (id=275, version=8.19) | Renal Tubulopathies and related disorders (id=3993, version=1.8)",2,TRUE
FAM20A,23015,FAM20A,"Nephrocalcinosis or nephrolithiasis (id=149, version=4.1) | Renal superpanel - broad (id=902, version=18.1) | Renal superpanel - narrow (id=903, version=16.1) | Kidneyome_SuperPanel (id=275, version=8.19) | Renal Tubulopathies and related disorders (id=3993, version=1.8)",5,TRUE
